"","Teleological","MechanisticAgent","MechanisticLayout","NumCauses","Contrastive","SufficientDetail","Satisfying","Complete","Trust","EID","PID","type","SID","ExplanationNeed","ExplanationCuriosity","GenderAnnotator","AgeAnnotator","expPID","GenderExplainer","AgeExplainer"
"511",4,4,4,2,TRUE,4,4,4,4,"654","63c0841888a364c48a90e052","Mechanistic",10,2,"To know what the self-driving car would have done if something had been different.","Female","45-54 years old","5b0482fc325b6c0001bbb7f0","Female","25-34 years old"
"512",2,5,2,1,FALSE,5,5,5,4,"660","6111ad7c064a7c16eeb2fb77","Mechanistic",10,2,"To know why the self-driving car did not make some other decision.","Female","18-24 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"513",4,4,4,2,FALSE,4,4,4,4,"660","64727ea9591087aef21f3dcf","Mechanistic",10,5,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"514",4,4,3,2,FALSE,4,4,4,4,"660","6137d996d42747efa344c1d4","Mechanistic",10,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"515",3,5,2,1,TRUE,4,4,4,4,"660","5f94a8e7fa8c422fc88940b0","Mechanistic",10,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"516",5,5,5,3,TRUE,4,5,4,3,"660","63c0841888a364c48a90e052","Mechanistic",10,2,"To know what the self-driving car would have done if something had been different.","Female","45-54 years old","614f2de48a5fdf9347f1cd4e","Female","35-44 years old"
"517",5,5,1,2,FALSE,4,4,4,4,"664","6111ad7c064a7c16eeb2fb77","Mechanistic",10,2,"To know why the self-driving car did not make some other decision.","Female","18-24 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"518",3,4,2,1,TRUE,1,1,2,2,"664","63d7ade1683b50598105d5c1","Mechanistic",10,3,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"519",5,4,4,2,FALSE,4,5,5,5,"664","6541615deae1c39165776e01","Mechanistic",10,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"520",5,4,1,2,FALSE,4,3,2,3,"664","5fa4ce917648f90008a584ab","Mechanistic",10,2,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"521",2,3,4,3,FALSE,3,3,4,3,"664","63e51e55974365f1e43df265","Mechanistic",10,4,"To know why the self-driving car did not make some other decision.,I was surprised by the self-driving car's actions and want to know what I missed.","Male","18-24 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"522",3,5,1,1,TRUE,5,5,5,5,"685","6111ad7c064a7c16eeb2fb77","Counterfactual",10,2,"To know why the self-driving car did not make some other decision.","Female","18-24 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"523",4,4,1,1,TRUE,4,2,4,4,"685","603ee3fb0ec4d3fcd8d70783","Counterfactual",10,3,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"524",5,2,2,1,TRUE,4,4,4,3,"685","6137d996d42747efa344c1d4","Counterfactual",10,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"525",2,3,3,0,FALSE,2,4,2,4,"685","610ec31b33de16c5167f3062","Counterfactual",10,3,"To know what the self-driving car would have done if something had been different.","Female","18-24 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"526",5,5,1,2,TRUE,4,4,4,4,"685","643480e93c33701dfe923abd","Counterfactual",10,1,"To know what the self-driving car would have done if something had been different.","Female","45-54 years old","633b0a148c59e60d29652fda","Male","35-44 years old"
"527",1,5,1,1,FALSE,3,1,2,2,"358","63b7038129d632d1d008fd74","Teleological",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"528",5,1,3,1,FALSE,1,1,1,1,"358","612e88e81952522ab3d8d8a7","Teleological",6,4,"To know why the self-driving car did not make some other decision.","Female","18-24 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"529",3,5,4,1,FALSE,5,4,5,4,"358","644e80f65a5c0e0d2f9a433b","Teleological",6,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","65+ years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"530",5,3,4,1,FALSE,4,4,4,3,"358","5bca67940f10750001d75f9f","Teleological",6,3,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"531",4,3,1,1,TRUE,2,1,2,4,"358","6554d04c73158a94d70192dd","Teleological",6,4,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"532",5,5,1,2,TRUE,4,4,3,3,"362","63b7038129d632d1d008fd74","Teleological",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"533",5,3,1,2,TRUE,5,4,4,3,"362","6410c7046c0f645110e71615","Teleological",6,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"534",5,5,2,3,TRUE,5,5,5,4,"362","641724c665e2974bb1dec659","Teleological",6,3,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"535",5,5,3,1,TRUE,4,4,5,3,"362","654dffa85761097ee651c91b","Teleological",6,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","55-64 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"536",5,5,3,2,FALSE,4,3,4,3,"362","654f8b31b5ffd3ed99a69ad6","Teleological",6,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"537",1,5,1,1,FALSE,4,5,4,3,"367","63b7038129d632d1d008fd74","Teleological",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5fb2cbcafa4c009546a700e2","Male","25-34 years old"
"538",1,5,1,1,FALSE,4,4,4,4,"367","641724c665e2974bb1dec659","Teleological",6,3,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","5fb2cbcafa4c009546a700e2","Male","25-34 years old"
"539",1,5,3,1,FALSE,1,2,1,2,"367","6450ee577358c55508e77ff3","Teleological",6,5,"To know why the self-driving car did not make some other decision.","Female","55-64 years old","5fb2cbcafa4c009546a700e2","Male","25-34 years old"
"540",1,5,1,1,FALSE,1,3,2,3,"367","5dda7c46dfe9da9d4db15522","Teleological",6,1,"To know why the self-driving car did not make some other decision.","Male","35-44 years old","5fb2cbcafa4c009546a700e2","Male","25-34 years old"
"541",1,4,2,1,FALSE,2,3,3,2,"367","5febbf662f5671801144fd4d","Teleological",6,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","5fb2cbcafa4c009546a700e2","Male","25-34 years old"
"542",2,1,3,1,FALSE,3,2,4,2,"368","63b7038129d632d1d008fd74","Teleological",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5ed683581f4a230bc94f15a4","Male","18-24 years old"
"543",5,1,1,1,FALSE,3,3,1,2,"368","5f9b6cc0e01ad13902b38f60","Teleological",6,2,"To know what the self-driving car would have done if something had been different.","Male","55-64 years old","5ed683581f4a230bc94f15a4","Male","18-24 years old"
"544",4,1,1,1,FALSE,1,1,1,3,"368","65242054a6033b16e9aa9a7f","Teleological",6,4,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","5ed683581f4a230bc94f15a4","Male","18-24 years old"
"545",4,2,4,1,FALSE,1,3,2,2,"368","5bca67940f10750001d75f9f","Teleological",6,3,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5ed683581f4a230bc94f15a4","Male","18-24 years old"
"546",5,3,2,2,FALSE,1,4,2,4,"368","611150a3fdbb6d0adf79f15a","Teleological",6,4,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5ed683581f4a230bc94f15a4","Male","18-24 years old"
"547",1,2,1,1,FALSE,2,1,2,2,"370","63b7038129d632d1d008fd74","Teleological",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","62b351e5ffccd9a25a047464","Female","25-34 years old"
"548",2,2,2,1,FALSE,3,3,3,3,"370","6417dfab27377aff2c54af66","Teleological",6,1,"To know that I understand the self-driving car correctly.","Male","25-34 years old","62b351e5ffccd9a25a047464","Female","25-34 years old"
"549",4,4,3,1,FALSE,2,2,2,4,"370","5eb6f666c792cd6143878d27","Teleological",6,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","62b351e5ffccd9a25a047464","Female","25-34 years old"
"550",3,3,3,1,FALSE,2,3,2,3,"370","654a20b39ae6a274ce93820b","Teleological",6,2,"To know why the self-driving car did not make some other decision.","Male","55-64 years old","62b351e5ffccd9a25a047464","Female","25-34 years old"
"551",5,5,5,1,TRUE,4,5,5,5,"370","63103bd06b5135122e25d6c6","Teleological",6,5,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Male","55-64 years old","62b351e5ffccd9a25a047464","Female","25-34 years old"
"552",4,2,1,2,TRUE,4,4,4,4,"376","63b7038129d632d1d008fd74","Teleological",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"553",5,5,4,1,TRUE,5,5,5,5,"376","654dffa85761097ee651c91b","Teleological",6,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","55-64 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"554",4,4,4,2,TRUE,4,4,4,4,"376","63d00077cc15749d84f2a41f","Teleological",6,3,"To know that I understand the self-driving car correctly.","Female","45-54 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"555",3,2,2,1,FALSE,3,2,3,3,"376","654a20b39ae6a274ce93820b","Teleological",6,2,"To know why the self-driving car did not make some other decision.","Male","55-64 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"556",5,4,2,2,FALSE,4,4,4,2,"376","611150a3fdbb6d0adf79f15a","Teleological",6,4,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"557",2,5,5,3,FALSE,5,5,5,3,"381","63b7038129d632d1d008fd74","Mechanistic",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"558",3,5,1,2,TRUE,5,5,3,3,"381","62b4ef82055cec7135502ada","Mechanistic",6,3,"To know that I understand the self-driving car correctly.","Male","25-34 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"559",2,3,4,1,TRUE,4,3,4,4,"381","644e80f65a5c0e0d2f9a433b","Mechanistic",6,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","65+ years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"560",4,4,4,2,TRUE,4,4,4,4,"381","5eb6f666c792cd6143878d27","Mechanistic",6,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"561",3,3,3,2,FALSE,3,4,4,4,"381","60fcc7e11cf36a397867dd8c","Mechanistic",6,2,"To know why the self-driving car did not make some other decision.","Female","55-64 years old","63d04a5f7878a7b80ffc1a23","Male","25-34 years old"
"562",1,5,2,1,FALSE,5,5,5,3,"387","63b7038129d632d1d008fd74","Mechanistic",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"563",4,5,2,0,TRUE,3,4,3,3,"387","62b4ef82055cec7135502ada","Mechanistic",6,3,"To know that I understand the self-driving car correctly.","Male","25-34 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"564",1,5,1,1,FALSE,2,1,1,1,"387","644e80f65a5c0e0d2f9a433b","Mechanistic",6,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","65+ years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"565",5,5,5,3,TRUE,5,5,5,5,"387","63d00077cc15749d84f2a41f","Mechanistic",6,3,"To know that I understand the self-driving car correctly.","Female","45-54 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"566",3,5,3,1,FALSE,4,4,4,4,"387","5bca67940f10750001d75f9f","Mechanistic",6,3,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"567",2,5,1,2,FALSE,5,5,5,4,"391","63b7038129d632d1d008fd74","Mechanistic",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5fb2cbcafa4c009546a700e2","Male","25-34 years old"
"568",1,5,1,1,FALSE,2,2,2,2,"391","641724c665e2974bb1dec659","Mechanistic",6,3,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","5fb2cbcafa4c009546a700e2","Male","25-34 years old"
"569",1,5,1,1,FALSE,3,3,1,1,"391","5ca3ccae7958d0001689df68","Mechanistic",6,2,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5fb2cbcafa4c009546a700e2","Male","25-34 years old"
"570",4,4,4,1,TRUE,4,4,4,3,"391","5eb6f666c792cd6143878d27","Mechanistic",6,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","5fb2cbcafa4c009546a700e2","Male","25-34 years old"
"571",3,5,3,2,FALSE,5,5,5,4,"391","5bca67940f10750001d75f9f","Mechanistic",6,3,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5fb2cbcafa4c009546a700e2","Male","25-34 years old"
"572",1,2,1,0,FALSE,1,1,1,1,"403","63b7038129d632d1d008fd74","Counterfactual",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5d64759fedf23500018f9334","Female","45-54 years old"
"573",3,2,4,1,FALSE,3,4,4,2,"403","644e80f65a5c0e0d2f9a433b","Counterfactual",6,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","65+ years old","5d64759fedf23500018f9334","Female","45-54 years old"
"574",4,3,3,1,TRUE,3,4,4,2,"403","5eb6f666c792cd6143878d27","Counterfactual",6,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","5d64759fedf23500018f9334","Female","45-54 years old"
"575",1,3,1,1,FALSE,1,1,1,1,"403","63eab44b1f5d72735bae1146","Counterfactual",6,1,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5d64759fedf23500018f9334","Female","45-54 years old"
"576",1,1,1,0,TRUE,1,1,1,1,"403","5bca67940f10750001d75f9f","Counterfactual",6,3,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5d64759fedf23500018f9334","Female","45-54 years old"
"577",2,5,5,2,TRUE,5,5,5,5,"407","63b7038129d632d1d008fd74","Counterfactual",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"578",5,5,1,1,TRUE,5,5,5,5,"407","654dffa85761097ee651c91b","Counterfactual",6,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","55-64 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"579",2,2,1,1,TRUE,1,1,1,1,"407","63eab44b1f5d72735bae1146","Counterfactual",6,1,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"580",1,5,1,1,TRUE,4,3,3,2,"407","5febbf662f5671801144fd4d","Counterfactual",6,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"581",5,5,2,2,TRUE,2,4,2,4,"407","611150a3fdbb6d0adf79f15a","Counterfactual",6,4,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","5a4d0cfbc64cfe00011ca1d4","Female","25-34 years old"
"582",4,1,5,1,FALSE,3,4,2,3,"412","63b7038129d632d1d008fd74","Counterfactual",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"583",5,2,3,0,FALSE,3,4,3,4,"412","644e80f65a5c0e0d2f9a433b","Counterfactual",6,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","65+ years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"584",2,1,1,0,FALSE,2,1,1,1,"412","6450ee577358c55508e77ff3","Counterfactual",6,5,"To know why the self-driving car did not make some other decision.","Female","55-64 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"585",4,3,3,1,FALSE,2,2,2,3,"412","5bca67940f10750001d75f9f","Counterfactual",6,3,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"586",3,4,2,2,TRUE,2,2,3,4,"412","6554d04c73158a94d70192dd","Counterfactual",6,4,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","35-44 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"587",1,3,5,3,FALSE,4,5,4,5,"422","63b7038129d632d1d008fd74","Counterfactual",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"588",3,3,3,1,FALSE,3,3,3,3,"422","6417dfab27377aff2c54af66","Counterfactual",6,1,"To know that I understand the self-driving car correctly.","Male","25-34 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"589",3,4,3,0,TRUE,1,1,1,1,"422","5ca3ccae7958d0001689df68","Counterfactual",6,2,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"590",2,4,2,4,TRUE,1,1,2,3,"422","60fcc7e11cf36a397867dd8c","Counterfactual",6,2,"To know why the self-driving car did not make some other decision.","Female","55-64 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"591",4,4,4,3,TRUE,5,4,5,4,"422","5febbf662f5671801144fd4d","Counterfactual",6,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"592",2,5,2,1,TRUE,5,5,4,4,"425","63b7038129d632d1d008fd74","Counterfactual",6,2,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"593",1,1,2,1,TRUE,4,4,4,3,"425","65242054a6033b16e9aa9a7f","Counterfactual",6,4,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"594",5,1,1,1,TRUE,4,4,2,3,"425","60fcc7e11cf36a397867dd8c","Counterfactual",6,2,"To know why the self-driving car did not make some other decision.","Female","55-64 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"595",5,3,1,2,TRUE,3,3,3,3,"425","654f8b31b5ffd3ed99a69ad6","Counterfactual",6,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"596",3,3,4,0,FALSE,4,4,4,4,"425","5febbf662f5671801144fd4d","Counterfactual",6,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","5d816efe41253e001843dfde","Male","25-34 years old"
"597",5,3,2,1,FALSE,3,3,3,4,"561","558fff05fdf99b3f7aada357","Teleological",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"598",5,5,5,1,TRUE,5,5,5,5,"561","63d523d89e78ae6e711ada49","Teleological",9,2,"To know why the self-driving car did not make some other decision.","Male","18-24 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"599",4,4,4,0,FALSE,3,2,2,3,"561","65368c3a27f9818abb93b30f","Teleological",9,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","55-64 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"600",1,5,1,1,FALSE,5,5,5,4,"561","6548bbb5d378b15bd8e187e7","Teleological",9,5,"To know why the self-driving car did not make some other decision.","Male","25-34 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"601",4,5,3,4,FALSE,4,3,4,5,"561","64d6b161e0241d66164d55e9","Teleological",9,5,"To understand what the self-driving car would do next.","Male","45-54 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"602",2,3,5,1,FALSE,3,4,3,4,"566","558fff05fdf99b3f7aada357","Teleological",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5a440abd1ba496000102a238","Male","35-44 years old"
"603",5,4,5,0,TRUE,4,5,4,2,"566","6469dc3806780b7f9bbefc5c","Teleological",9,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","5a440abd1ba496000102a238","Male","35-44 years old"
"604",2,1,4,1,FALSE,4,4,4,4,"566","64449372e128dca08d8184df","Teleological",9,1,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5a440abd1ba496000102a238","Male","35-44 years old"
"605",2,2,2,3,TRUE,2,2,2,2,"566","5f565f889df06007662eaa84","Teleological",9,2,"To understand what the self-driving car would do next.","Female","45-54 years old","5a440abd1ba496000102a238","Male","35-44 years old"
"606",1,1,5,1,FALSE,5,5,5,5,"566","6548bbb5d378b15bd8e187e7","Teleological",9,5,"To know why the self-driving car did not make some other decision.","Male","25-34 years old","5a440abd1ba496000102a238","Male","35-44 years old"
"607",3,1,3,1,FALSE,2,2,1,3,"567","558fff05fdf99b3f7aada357","Teleological",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"608",1,1,5,1,FALSE,3,2,1,3,"567","6547d2f1f53f11ae40ae3e54","Teleological",9,2,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"609",5,5,5,3,TRUE,5,5,5,5,"567","6414be45ec452483d7579868","Teleological",9,5,"To understand what the self-driving car would do next.","Male","35-44 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"610",1,1,1,2,FALSE,1,1,1,4,"567","6447c5bcb9daeaff1ab6b56c","Teleological",9,1,"To know that I understand the self-driving car correctly.","Female","45-54 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"611",1,1,1,0,FALSE,2,2,2,2,"567","6475e3b08c14ba10d9e6f70f","Teleological",9,2,"To know that I understand the self-driving car correctly.","Male","45-54 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"612",4,3,1,1,FALSE,4,3,3,3,"582","558fff05fdf99b3f7aada357","Teleological",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","64135be5ff706a3ee3b4425d","Male","25-34 years old"
"613",4,4,5,2,FALSE,4,5,5,2,"582","6469dc3806780b7f9bbefc5c","Teleological",9,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","64135be5ff706a3ee3b4425d","Male","25-34 years old"
"614",5,5,1,2,FALSE,4,4,2,3,"582","654330ed45a4782f4794ff49","Teleological",9,2,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","64135be5ff706a3ee3b4425d","Male","25-34 years old"
"615",3,3,3,1,TRUE,2,2,2,2,"582","6450fec9aaeeb9567886560c","Teleological",9,4,"To know what the self-driving car would have done if something had been different.","Female","55-64 years old","64135be5ff706a3ee3b4425d","Male","25-34 years old"
"616",5,4,3,1,FALSE,3,3,3,3,"582","60b18fbfb6c5d8edfaa5bed0","Teleological",9,1,"To know that I understand the self-driving car correctly.","Female","65+ years old","64135be5ff706a3ee3b4425d","Male","25-34 years old"
"617",2,4,3,2,FALSE,4,3,3,2,"589","558fff05fdf99b3f7aada357","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"618",5,3,3,2,TRUE,3,3,3,3,"589","63d523d89e78ae6e711ada49","Mechanistic",9,2,"To know why the self-driving car did not make some other decision.","Male","18-24 years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"619",4,3,3,2,FALSE,4,4,4,4,"589","64449372e128dca08d8184df","Mechanistic",9,1,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"620",4,5,4,1,TRUE,4,4,4,3,"589","654086b56a45118a32fe4f51","Mechanistic",9,4,"To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"621",3,3,3,2,FALSE,3,3,3,3,"589","646f48e697286b05e29ad0d4","Mechanistic",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","55-64 years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"622",4,4,3,1,FALSE,4,4,4,3,"589","5c6d6ed7031a7c0001908352","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","5eb4442bcaffba2864f4c554","Male","25-34 years old"
"623",2,4,2,1,FALSE,3,3,2,3,"593","558fff05fdf99b3f7aada357","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Male","35-44 years old","5aee59100ccc2e000185937c","Female","35-44 years old"
"624",4,4,4,2,TRUE,4,4,4,3,"593","6488e429e530a1949174c9f4","Mechanistic",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Male","55-64 years old","5aee59100ccc2e000185937c","Female","35-44 years old"
